Head (Code),Head,Sub-head (Code),Sub-head,"Item (Code)
","Ambit
","Approved commitment
$¡¦000","Accumulated expenditure to 31.3.2017
$¡¦000","Revised estimated expenditure for 2017¡V18
$¡¦000","Balance
$¡¦000"
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,233,Undertaking fire safety/building safety rectification measures for Yeung Sing Memorial Long Stay Care Home,1690,0,30,1660
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,235,"Furnishing and equipping for a new residential care home for the elderly at Cheung Sha Wan Estate, Sham Shui Po",3938,0,0,3938
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,236,"Fitting out for a residential care home for the elderly at Cheung Sha Wan Estate, Sham Shui Po",27424,24117,0,3307
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,237,Repairing internal access road for Shuen Wan Complex in Tai Po,3324,0,0,3324
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,238,Carrying out windows repair works for Shiu Wong Lee Moon Fook Nursery School in Aberdeen,603,0,0,603
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,248,Furnishing and equipping for seven day training rehabilitation centres for operating new work extension programme and new extended care programme,1078,0,1056,22
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,249,Fitting out for an office base for the home care services team for persons with severe disabilities in Shau Kei Wan,3663,0,0,3663
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,251,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Tai Tung Pui Day Activity Centre cum Hostel in Tuen Mun,872,0,0,872
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,252,"Renovating, furnishing and equipping for Women¡¦s Welfare Club, Western District, Hong Kong Residential Care Home for the Elderly in Shau Kei Wan",2165,0,1973,192
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,255,Fitting out for reprovisioning the main-base of the Jockey Club Shatin Integrated Services Centre in Fo Tan,5226,0,0,5226
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,257,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Yee Hong Care and Attention Home,1112,0,10,1102
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,258,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Yee King Care and Attention Home,1091,0,10,1081
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,259,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Yee Lok Care and Attention Home,1126,0,10,1116
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,260,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Yee On Care and Attention Home,1054,0,9,1045
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,261,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Yee Tai Care and Attention Home,1113,0,10,1103
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,262,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Yee Yeung Care and Attention Home,1112,0,10,1102
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,263,"Fitting out, furnishing and equipping for setting up a new neighbourhood elderly centre in Kwun Tong",4787,0,555,4232
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,264,Undertaking fire safety/building safety rectification measures for Fong Shu Chuen Day Activity Centre cum Hostel,813,0,0,813
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,265,Undertaking fire safety/building safety rectification measures for Jockey Club Kin Fai Home,916,0,8,908
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,266,Undertaking fire safety/building safety rectification measures for Jockey Club Kin Yat Home,936,0,8,928
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,267,Undertaking fire safety/building safety rectification measures for Jockey Club Kin Yee Home,805,0,7,798
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,268,Undertaking fire safety/building safety rectification measures for Jockey Club Ngai Ching Ngai Pok Hostel,718,0,6,712
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,269,Fitting out for a 30-place supported hostel for mentally/physically handicapped persons in Sha Tin,5861,0,0,5861
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,270,Furnishing and equipping for setting up a new 30-place supported hostel for mentally/physically handicapped persons in Sha Tin,816,0,0,816
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,271,Replacing a vehicle for Tung Wah Group of Hospitals Wong Cho Tong Care and Attention Home,1092,0,0,1092
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,272,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Tsin Hang Day Activity Centre cum Hostel,1053,0,9,1044
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,273,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Tsin Kan Day Activity Centre cum Hostel,1044,0,9,1035
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,274,Undertaking fire safety/building safety rectification measures for meeting the licensing requirements for Jockey Club Tsin Ngai Day Activity Centre cum Hostel,1046,0,9,1037
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,276,Replacing a vehicle for Wong Cho Tong Integrated Vocational Rehabilitation Centre cum Hostel,1075,0,0,1075
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,277,Replacing a vehicle for Wong Cho Tong Day Care Centre for the Elderly,1075,0,0,1075
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,278,"Fitting out for a 50-place hostel for moderately mentally handicapped persons Persons and a 160-place integrated vocational rehabilitation services centre in Hung Fuk Estate, Hung Shui Kiu",20657,0,0,20657
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,279,Furnishing and equipping for a new hostel for moderately mentally handicapped persons and an integrated vocational rehabilitation services centre in Hung Shui Kiu,2332,0,0,2332
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,280,Meeting the cost of repair and maintenance works for slopes of Shuen Wan Complex for Elderly in Tai Po,401,0,0,401
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,281,Carrying out tree removal and maintenance works for Shuen Wan Complex for the Elderly in Tai Po,1074,0,0,1074
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,282,Replacing a vehicle for Jockey Club Yee Yeung Care and Attention Home,1032,0,0,1032
341,Non-recurrent Grants,896,Tung Wah Group of Hospitals,283,Purchasing a vehicle for integrated vocational rehabilitation services centre in Hung Shui Kiu,543,0,0,543
341,Non-recurrent Grants,910,The United Muslim Association of Hong Kong,001,"Renovating, furnishing and equipping for Haji Omar Ramju Sadick Care and Attention Home at Yau Oi Estate, Tuen Mun",1039,0,0,1039
341,Non-recurrent Grants,913,Wai Ying Investment Limited,002,"Furnishing and equipping for a new residential care home for the elderly at Po On Road/Wai Wai Road, Sham Shui Po",3719,2027,392,1300
341,Non-recurrent Grants,913,Wai Ying Investment Limited,003,"Fitting out for a residential care home for the elderly at Po On Road/Wai Wai Road, Sham Shui Po",30403,27027,394,2982
341,Non-recurrent Grants,927,Women Service Association,001,"Fitting out for a mutual help child care centre at Kwai Chung Estate, New Territories",1050,899,0,151
341,Non-recurrent Grants,928,The Women¡¦s Welfare Club (Eastern District) Hong Kong,008,"Renovating, furnishing and equipping for programme of converting home for the aged places into long term care places for Ng Siu Mui Home cum Care and Attention Unit for the Elderly in Shau Kei Wan",18539,0,0,18539
341,Non-recurrent Grants,945,Modernisation Programme of Integrated Children and Youth Services Centres,043,"Renovating, furnishing and equipping for the Boys¡¦ and Girls¡¦ Clubs Association of Hong Kong Tai Wai Children and Youth Integrated Services Centre",2420,2092,0,328
341,Non-recurrent Grants,945,Modernisation Programme of Integrated Children and Youth Services Centres,070,"Renovating, furnishing and equipping for the Boys¡¦ and Girls¡¦ Clubs Association of Hong Kong Ma On Shan Children and Youth Services Centre",2420,2271,0,149
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,005,"Renovating, furnishing and equipping for the Baptist Oi Kwan Social Service Centre Wan Chai Integrated Children and Youth Services Centre",4600,4216,0,384
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,021,"Renovating, furnishing and equipping for the Salvation Army Yau Ma Tei Integrated Service for Young People",4600,4245,1,354
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,022,"Renovating, furnishing and equipping for the Salvation Army Tuen Mun Integrated Service for Young People",4600,4235,0,365
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,023,"Renovating, furnishing and equipping for the Salvation Army Tai Po Integrated Service for Young People",4160,3853,0,307
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,024,"Renovating, furnishing and equipping for the Youth Online¡XSteward Integrated Centre for Youth Development",4600,4209,0,391
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,026,"Renovating, furnishing and equipping for the Yang Memorial Methodist Social Service Sha Tin Integrated Centre for Youth Development",4600,3422,0,1178
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,028,"Renovating, furnishing and equipping for the Boys¡¦ and Girls¡¦ Clubs Association of Hong Kong Kornhill Children Centre",1890,1702,0,188
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,030,"Renovating, furnishing and equipping for the Hong Kong Federation of Youth Groups Tai Po Lions Youth Space for Participation, Opportunities and Training",1890,1759,0,131
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,033,"Renovating, furnishing and equipping for the Boys¡¦ and Girls¡¦ Clubs Association of Hong Kong Shaukeiwan Children Centre",2790,2422,188,180
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,036,"Renovating, furnishing and equipping for the Hong Kong Buddhist Association Children and Youth Centre",3250,2915,0,335
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,038,"Renovating, furnishing and equipping for the Hong Kong Federation of Youth Groups Felix Wong Youth Space for Participation, Opportunities and Training",3250,243,0,3007
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,041,"Renovating, furnishing and equipping for the Hong Kong Federation of Youth Groups Heng Fa Chuen Youth Space for Participation, Opportunities and Training",4140,3867,0,273
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,046,"Renovating, furnishing and equipping for Lung Hang Children and Youth Centre",4140,3688,0,452
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,047,"Renovating, furnishing and equipping for the Salvation Army Tai Wo Hau Children and Youth Centre",4140,3735,0,405
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,050,"Renovating, furnishing and equipping for Hong Kong Young Women¡¦s Christian Association Central/Western and Islands District Outreaching Social Work Team",1410,1041,0,369
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,052,"Renovating, furnishing and equipping for the Hong Kong Federation of Youth Groups Wong Tai Sin and Sai Kung District Outreaching Social Work Team",1410,137,0,1273
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,056,"Renovating, furnishing and equipping for the Hong Kong Federation of Youth Groups Tsuen Wan and Kwai Chung District Youth Outreaching Social Work Team",1410,1122,144,144
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,066,"Renovating, furnishing and equipping for the Caritas¡XHong Kong Caine Road Community Centre",11816,10024,0,1792
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,068,"Renovating, furnishing and equipping for the Caritas¡XHong Kong Ngau Tau Kok Community Centre",9200,8418,0,782
341,Non-recurrent Grants,947,Modernisation Programme of Youth Service Units and Community Centres,071,"Renovating, furnishing and equipping for the St. James¡¦ Settlement Wan Chai Community Centre",11816,10025,0,1791
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,001,Improvement works for Hong Kong Christian Service Wan Hon District Elderly Community Centre,5007,4024,0,983
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,002,Improvement works for Neighbourhood Advice-Action Council Sham Shui Po District Elderly Community Centre cum Integrated Home Care Services Team,5795,5219,0,576
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,005,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Chuk Yuen Canon Martin District Elderly Community Centre,4636,4100,0,536
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,006,Improvement works for Mongkok Kai-fong Association Limited Chan Hing Social Service Centre,4636,2589,1910,137
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,008,"Renovating, furnishing and equipping for the Yuen Yuen Institute Fanling Social Service Centre",1796,1661,0,135
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,013,Fitting out for reprovisioning Caritas Sha Tin Elderly Centre,3519,3310,0,209
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,014,Improvement works for Caritas Kwun Tong Elderly Centre,3519,3254,0,265
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,015,Improvement works for Yan Chai Hospital Mrs Tsang Wing Neighbourhood Elderly Centre,3519,1004,63,2452
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,017,"Improvement works, furnishing and equipping for Baptist Oi Kwan Social Service Lai Yiu Neighbourhood Elderly Centre",3619,0,3091,528
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,018,Improvement works for Po Leung Kuk Vicwood K.T. Chong Neighbourhood Elderly Centre,2464,2224,0,240
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,020,Improvement works for Hong Kong Mutual Encouragement Association Limited Jane Shu Tsao Social Centre for the Elderly,2465,1621,0,844
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,022,Improvement works for Chung Sing Benevolent Society Gan Low Khoon Choo Social Centre for the Elderly,1972,0,0,1972
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,023,Improvement works for Hong Kong Society for the Aged Chan Tseng Hsi Kwai Chung District Elderly Community Centre,6954,6330,0,624
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,024,Improvement works for SAGE Rotary Club of Hong Kong Northwest Neighbourhood Elderly Centre,2464,2271,0,193
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,025,Improvement works for SAGE Kwai Hing Neighbourhood Elderly Centre,2464,2216,0,248
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,027,Improvement works for Hong Kong Mutual Encouragement Association Limited Cheng Yu Tung Social Centre for the Elderly,2219,1899,0,320
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,028,Improvement works for Po Leung Kuk Mrs Maria Cheung Lifelong Learning Institute for the Senior,2465,2254,0,211
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,030,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Holy Carpenter Church District Elderly Community Centre,5795,4796,0,999
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,031,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Western District Elderly Community Centre,5795,5213,0,582
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,032,"Improvement works for ELCHK, Social Service Head Office Sha Tin Multi-Service Centre for the Elderly",5795,5397,0,398
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,034,Improvement works for St. James¡¦ Settlement Central and Western District Elderly Community Centre,5216,4649,0,567
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,035,Improvement works for St. James¡¦ Settlement Wun Sha Centre for the Elderly,2465,2246,0,219
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,038,Improvement works for Chung Shak Hei (Cheung Chau) Home for the Aged Limited Wan Ho Kan Neighbourhood Elderly Centre,2464,2051,406,7
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,041,Improvement works for Tung Wah Group of Hospitals Fong Yun Wah Neighbourhood Elderly Centre,3519,3107,0,412
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,047,Improvement works for Pok Oi Hospital Wong Muk Fung Memorial Elderly Health Support and Learning Centre Health Support & Learning Centre,1479,967,1,511
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,048,Improvement works for Hong Kong Young Women¡¦s Christian Association Ellen Li District Elderly Community Centre,6375,5770,0,605
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,049,Improvement works for Aberdeen Kai-fong Welfare Association Social Service Centre Jockey Club Wong Chi Keung District Community Centre,5216,0,0,5216
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,050,Improvement works for Christian Family Service Centre Shun On District Elderly Community Centre,5216,4375,260,581
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,051,Improvement works for Yan Oi Tong Woo Chung District Elderly Community Centre,5007,3805,0,1202
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,052,Improvement works for Sik Sik Yuen Ho Chui District Community Centre for Senior Citizens,4507,3979,0,528
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,053,Improvement works for Sik Sik Yuen Ho Wing Neighbourhood Centre for Senior Citizens,2464,2207,0,257
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,054,Improvement works for Caritas Tung Tau Elderly Centre,3519,2275,0,1244
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,055,Improvement works for SAGE Kai Yip Neighbourhood Centre for the Elderly,3519,3075,0,444
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,056,Improvement works for Hong Kong-Macao Conference of Seventh-Day Adventist Church Siu Sai Wan Neighbourhood Elderly Centre of Seventh-day Adventists,2464,1818,0,646
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,057,Improvement works for Heung Hoi Ching Kok Lin Association Buddhist Ho Wong Cheong Po Neighbourhood Elderly Centre,2464,2189,0,275
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,058,"Improvement works, furnishing and equipping for Association of Baptists for World Evangelism (Hong Kong) Ltd. Po Lam Baptist Church Bradbury Neighbourhood Elderly Centre",2566,2401,0,165
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,060,Improvement works for Tsung Tsin Mission of Hong Kong Jubilee Social Centre for the Elderly,2465,2252,0,213
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,061,Improvement works for Agency for Volunteer Service Western Garden Social Centre for the Elderly,2112,1914,0,198
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,062,"Improvement works, furnishing and equipping for Pentecostal Church of Hong Kong Ltd. Fung Tak Care and Health Elderly Centre",2291,1957,0,334
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,063,"Improvement works, furnishing and equipping for St. James¡¦ Settlement Retired Persons Service Centre",1972,1777,0,195
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,065,"Improvement works, furnishing and equipping for Pentecostal Church of Hong Kong Choi Wan Neighbourhood Elderly Centre",4953,93,0,4860
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,066,Improvement works for Caritas Elderly Centre¡XLai Kok,3519,3271,11,237
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,067,Improvement works for Neighbourhood Advice-Action Council Nga Yin Association Neighbourhood Elderly Centre,3519,3211,0,308
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,068,Improvement works for Neighbourhood Advice-Action Council Pak Tin Social Centre for the Elderly,2465,150,2080,235
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,069,"Improvement works for Hong Kong Lutheran Social Service, Lutheran Church¡XHong Kong Synod Limited Sun Chui Lutheran Centre for the Elderly",2816,2361,0,455
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,070,"Improvement works for Hong Kong Lutheran Social Service, Lutheran Church¡XHong Kong Synod Limited Rhythm Garden Lutheran Centre for the Elderly",2464,1984,0,480
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,071,Improvement works for Sik Sik Yuen Ho Wong Neighbourhood Centre for Senior Citizens,2816,0,2263,553
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,072,Improvement works for Sik Sik Yuen Ho Ning Social Centre for Senior Citizens,2219,0,1977,242
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,073,Improvement works for Po Leung Kuk Lo Yau Yuk Sheung Neighbourhood Elderly Centre,2464,2320,0,144
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,074,Improvement works for Yan Chai Hospital Tang Bik Wan Memorial Neighbourhood Elderly Centre,2464,0,16,2448
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,075,Improvement works for Hong Kong Christian Service Fortune Neighbourhood Elderly Centre,2464,1990,71,403
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,076,"Improvement works, furnishing and equipping for Baptist Oi Kwan Social Service Tsing Yi Neighbourhood Elderly Centre",2214,86,2000,128
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,078,"Improvement works for Lok Sin Tong Benevolent Society, Kowloon Wan Lap Keung Social Centre for the Elderly",2816,0,2099,717
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,079,"Improvement works, furnishing and equipping for Mission Covenant Church Limited Yiu On Tong Social Centre for the Elderly",2567,2355,0,212
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,080,Improvement works for Hong Kong and Macau Lutheran Church Kei Fuk Elderly Centre,2465,1733,0,732
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,082,Improvement works for Salvation Army Tai Wo Hau Centre for Senior Citizens,4674,0,63,4611
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,083,"Improvement works, furnishing and equipping for Christian and Missionary Alliance Church Union Hong Kong Limited Bradbury King Lam Neighbourhood Elderly Centre",4200,0,0,4200
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,084,"Improvement works, furnishing and equipping for Baptist Oi Kwan Social Service Tai Po Baptist Church Au Cheung Sau Fong Neighbourhood Elderly Centre",4200,0,2772,1428
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,085,Improvement works for Po Leung Kuk Wong Yau Cheung Memorial Neighbourhood Elderly Centre,4096,119,871,3106
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,088,"Improvement works, furnishing and equipping for Pentecostal Church of Hong Kong Tsz Fung Neighbourhood Elderly Centre",2562,53,0,2509
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,089,"Improvement works, furnishing and equipping for Hong Kong Evangelical Church Social Service Limited Tai Hing Bradbury Elderly Centre",3381,177,44,3160
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,090,"Improvement works, furnishing and equipping for Light and Love Home Limited Kwai Fong Social Centre for the Elderly",2971,2478,276,217
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,091,Improvement works for the Neighbourhood Advice-Action Council Martha Baker Social Centre for the Elderly,2864,0,2372,492
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,092,"Improvement works, furnishing and equipping for Association of Baptists for World Evangelism (HK) Limited Un Chau Estate Baptist Church Elderly Centre",2937,2646,0,291
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,093,"Improvement works, furnishing and equipping for Yang Memorial Methodist Social Service Elders Ministry and Support Centre",2651,1458,0,1193
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,094,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Lady MacLehose Centre Dr. Lam Chik-Suen District Elderly Community Centre,5408,4379,0,1029
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,095,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Tseung Kwan O Aged Care Complex¡XJockey Club District Elderly Community Centre cum Day Care Unit,5235,3197,0,2038
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,096,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Holy Nativity Church Ming Wah Centre,2578,80,0,2498
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,097,Improvement works for Neighbourhood Advice-Action Council Ma On Shan Neighbourhood Elderly Centre,4506,0,3995,511
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,098,Improvement works for Caritas Elderly Centre¡XSai Kung,4096,2943,518,635
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,099,Improvement works for Tung Wah Group of Hospitals Fong Shiu Yee Neighbourhood Elderly Centre,3686,2920,0,766
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,100,Improvement works for Yan Oi Tong Tin Ka Ping Neighbourhood Elderly Centre,3686,0,3025,661
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,101,Improvement works for Mongkok Kai-fong Association Limited Kowloon Chamber of Commerce Centre for the Elderly,2458,0,0,2458
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,102,Improvement works for Chung Sing Benevolent Society Tan Siu Lin Neighbourhood Elderly Centre,2458,0,0,2458
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,103,"Improvement works, furnishing and equipping for Hop Yat Church, The Church of Christ in China, Social Centre for the Elderly",3381,0,3041,340
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,104,Improvement works for the Tsim Sha Tsui District Kai Fong Welfare Association Activities Centre for the Elderly,2867,2434,0,433
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,105,Improvement works for Salvation Army Senior Citizens Talent Advancement Project Kwun Tong Centre,2578,2188,36,354
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,108,Improvement works for International Women¡¦s League Limited Social Centre for the Elderly,1138,1031,0,107
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,109,Improvement works for Hong Kong Society for the Aged Chai Wan District Elderly Community Centre,7436,3106,965,3365
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,110,Meeting the cost of improvement works and purchase of furniture and equipment for Baptist Oi Kwan Social Service Chan Tak Sang Memorial Neighbourhood Elderly Centre,4610,0,104,4506
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,111,Improvement works for Hong Kong Buddhist Association Buddhist Foo Wong Hop Neighbourhood Elderly Centre,3686,2679,417,590
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,112,Improvement works for Hong Kong Buddhist Association Buddhist Ching Hang Neighbourhood Elderly Centre,2867,2559,0,308
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,113,Improvement works for Neighbourhood Advice-Action Council Lei Tung Neighbourhood Elderly Centre,3686,3339,0,347
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,114,Improvement works for Aberdeen Kai-fong Welfare Association Social Service Centre Fong Wong Wun Tei Neighbourhood Elderly Centre,2867,2494,167,206
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,115,Improvement works for Hong Kong West Point Baptist Church Elderly Centre,2867,1388,1132,347
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,116,Improvement works for Hong Kong Sheng Kung Hui Welfare Council St. Matthew¡¦s Neighbourhood Elderly Centre,2458,1887,327,244
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,117,Improvement works for Yan Chai Hospital Wan Shing Memorial Social Centre for the Elderly,2864,2375,53,436
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,118,Improvement works for Yan Chai Hospital Mrs Annie Chan Social Centre for the Elderly,2578,28,1838,712
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,119,Improvement works for Tung Wah Group of Hospitals Wong Shiu Ching Centre for the Elderly,2578,2270,0,308
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,120,Improvement works for Salvation Army Senior Citizens Talent Advancement Project Tung Tau Centre,2291,1714,0,577
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,121,Improvement works for St. James¡¦ Settlement Wan Chai District Elderly Community Centre,8738,0,4903,3835
